pmid,title,year,doi,cited_by_count,abstract,cluster,cluster_label,cluster_name,study_design
,iMEGES: integrated mental-disorder GEnome score by deep neural network for prioritizing the susceptibility genes for mental disorders in personal genomes,2018,10.1186/s12859-018-2469-7,0,,11,"disease, using, alzheimer, network, deep",,Other
,Prediction and evaluation of the severity of acute respiratory distress syndrome following severe acute pancreatitis using an artificial neural network algorithm model,2019,10.1016/j.hpb.2018.11.009,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Big Data Analysis and Machine Learning in Intensive Care Units,2019,10.1016/j.medin.2018.10.007,0,,9,"data, big, healthcare, care, digital",,Other
,Integrative network and brain expression analysis reveals mechanistic modules in ataxia,2019,10.1136/jmedgenet-2018-105703,0,,11,"disease, using, alzheimer, network, deep",,Other
,"Automated, machine learning-based, 3D echocardiographic quantification of left ventricular mass",2019,10.1111/echo.14234,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,What's holding up the big data revolution in healthcare?,2018,10.1136/bmj.k5357,0,,9,"data, big, healthcare, care, digital",,Other
,Relative criticalness of common laboratory tests for critical value reporting,2019,10.1136/jclinpath-2018-205549,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,A survey on applications and analysis methods of functional magnetic resonance imaging for Alzheimer's disease,2019,10.1016/j.jneumeth.2018.12.012,0,,11,"disease, using, alzheimer, network, deep",,Other
,RNA splicing analysis in genomic medicine,2019,10.1016/j.biocel.2018.12.009,0,,10,"analysis, covid, 19, genes, based",,Other
,Automated diagnosis of breast ultrasonography images using deep neural networks,2019,10.1016/j.media.2018.12.006,0,,16,"based, image, diagnosis, images, learning",,Other
,Radiogenomics for Precision Medicine With a Big Data Analytics Perspective,2019,10.1109/jbhi.2018.2879381,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,"Better medicine through machine learning: What's real, and what's artificial?",2018,10.1371/journal.pmed.1002721,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Reconstruction and Analysis of the Differentially Expressed IncRNA-miRNA-mRNA Network Based on Competitive Endogenous RNA in Hepatocellular Carcinoma,2019,10.1615/critreveukaryotgeneexpr.2019028740,0,,14,"network, cell, human, rna, remodeling",,Other
,Development of non-invasive diabetes risk prediction models as decision support tools designed for application in the dental clinical environment,2019,10.1016/j.imu.2019.100254,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Remote Patient Management in Peritoneal Dialysis: An Answer to an Unmet Clinical Need,2019,10.1159/000496305,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Machine learning for detecting moyamoya disease in plain skull radiography using a convolutional neural network,2019,10.1016/j.ebiom.2018.12.043,0,,17,"convolutional, neural, based, network, using",,Other
,Radiogenomics in Clear Cell Renal Cell Carcinoma: Machine Learning-Based High-Dimensional Quantitative CT Texture Analysis in Predicting PBRM1 Mutation Status,2019,10.2214/ajr.18.20443,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Identification of potential miRNA-mRNA regulatory network contributing to pathogenesis of HBV-related HCC,2019,10.1186/s12967-018-1761-7,0,,14,"network, cell, human, rna, remodeling",,Other
,Segmentation of lung parenchyma in CT images using CNN trained with the clustering algorithm generated dataset,2019,10.1186/s12938-018-0619-9,0,,21,"learning, deep, using, covid, 19",,Other
,Computer-Aided Diagnosis of Label-Free 3-D Optical Coherence Microscopy Images of Human Cervical Tissue,2019,10.1109/tbme.2018.2890167,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Informatics tools to assess the success of procedural harmonization in preclinical multicenter biomarker discovery study on post-traumatic epileptogenesis,2019,10.1016/j.eplepsyres.2018.12.010,0,,11,"disease, using, alzheimer, network, deep",,Other
,A Deep Learning-Based Approach to Reduce Rescan and Recall Rates in Clinical MRI Examinations,2019,10.3174/ajnr.a5926,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Other
,Machine learning in suicide science: Applications and ethics,2019,10.1002/bsl.2392,0,,19,"learning, machine, clinical, based, patients",,Other
,Prediction of implantation after blastocyst transfer in in vitro fertilization: a machine-learning perspective,2019,10.1016/j.fertnstert.2018.10.030,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,A systematic approach for developing a corpus of patient reported adverse drug events: A case study for SSRI and SNRI medications,2019,10.1016/j.jbi.2018.12.005,0,,12,"clinical, knowledge, support, decision, based",,Other
,Machine learning derived segmentation of phase velocity encoded cardiovascular magnetic resonance for fully automated aortic flow quantification,2019,10.1186/s12968-018-0509-0,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Precision Medicine Approaches and the Health of Populations: Study Design Concerns and Considerations,2018,10.1353/pbm.2018.0062,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Prospects and challenges for clinical decision support in the era of big data,2018,10.1200/cci.18.00002,0,,9,"data, big, healthcare, care, digital",,Other
,Aberrant epileptic seizure identification: A computer vision perspective,2019,10.1016/j.seizure.2018.12.017,0,,17,"convolutional, neural, based, network, using",,Other
,The Agile Deployment of Machine Learning Models in Healthcare,2019,10.3389/fdata.2018.00007,0,,19,"learning, machine, clinical, based, patients",,Implementation Study
,Application of machine learning in rheumatic disease research,2019,10.3904/kjim.2018.349,0,,18,"learning, machine, prediction, patients, mortality",,Other
,A clinical text classification paradigm using weak supervision and deep representation,2019,10.1186/s12911-018-0723-6,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Radiation therapy quality assurance in head and neck radiotherapy - Moving forward,2019,10.1016/j.oraloncology.2018.11.014,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Integrated Molecular Analysis of Undifferentiated Uterine Sarcomas Reveals Clinically Relevant Molecular Subtypes,2019,10.1158/1078-0432.ccr-18-2792,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Privacy in the age of medical big data,2019,10.1038/s41591-018-0272-7,0,,9,"data, big, healthcare, care, digital",,Other
,Identification of several cell cycle relevant genes highly correlated with the progression and prognosis of human bladder urothelial tumor,2019,10.1002/jcp.28023,0,,14,"network, cell, human, rna, remodeling",,Other
,Non-additive effects of ACVR2A in preeclampsia in a Philippine population,2019,10.1186/s12884-018-2152-z,0,,6,"based, heart, failure, recognition, fusion",,Other
,Automatic thyroid nodule recognition and diagnosis in ultrasound imaging with the YOLOv2 neural network,2019,10.1186/s12957-019-1558-z,0,,16,"based, image, diagnosis, images, learning",,Other
,Antibody Repertoire Analysis of Hepatitis C Virus Infections Identifies Immune Signatures Associated With Spontaneous Clearance,2018,10.3389/fimmu.2018.03004,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Optimizing Texture Retrieving Model for Multimodal MR Image-Based Support Vector Machine for Classifying Glioma,2019,10.1002/jmri.26524,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Fast ScanNet: Fast and Dense Analysis of Multi-Gigapixel Whole-Slide Images for Cancer Metastasis Detection,2019,10.1109/tmi.2019.2891305,0,,21,"learning, deep, using, covid, 19",,Other
,Deep Learning and Handcrafted Method Fusion: Higher Diagnostic Accuracy for Melanoma Dermoscopy Images,2019,10.1109/jbhi.2019.2891049,0,,16,"based, image, diagnosis, images, learning",,Diagnostic Accuracy Study
,Can Machine Learning Methods Produce Accurate and Easy-to-use Prediction Models of 30-day Complications and Mortality After Knee or Hip Arthroplasty?,2019,10.1097/corr.0000000000000601,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Artificial intelligence and colonoscopy: Current status and future perspectives,2019,10.1111/den.13340,0,,17,"convolutional, neural, based, network, using",,Other
,Artificial intelligence to predict needs for urgent revascularization from 12-leads electrocardiography in emergency patients,2019,10.1371/journal.pone.0210103,0,,6,"based, heart, failure, recognition, fusion",,Other
,"Beyond opinion classification: Extracting facts, opinions and experiences from health forums",2019,10.1371/journal.pone.0209961,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,A trial for EBT3 film without batch-specific calibration using a neural network,2019,10.1088/1361-6560/aafcbb,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Trial (Unspecified)
,An ontological foundation for ocular phenotypes and rare eye diseases,2019,10.1186/s13023-018-0980-6,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Artificial intelligence-based framework in evaluating intrafraction motion for liver cancer robotic stereotactic body radiation therapy with fiducial tracking,2020,10.1002/mp.14501,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Exploring the Potential of Artificial Intelligence and Machine Learning to Combat COVID-19 and Existing Opportunities for LMIC: A Scoping Review,2020,10.1177/2150132720963634,0,,11,"disease, using, alzheimer, network, deep",,Review Paper
,Detection Methods of COVID-19,2020,10.1177/2472630320962002,0,,10,"analysis, covid, 19, genes, based",,Other
,"Analysis of COVID-19 clinical trials: A data-driven, ontology-based, and natural language processing approach",2020,10.1371/journal.pone.0239694,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Trial (Unspecified)
,Comparing a novel machine learning method to the Friedewald formula and Martin-Hopkins equation for low-density lipoprotein estimation,2020,10.1371/journal.pone.0239934,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Identification of the significant pathways of Banxia Houpu decoction in the treatment of depression based on network pharmacology,2020,10.1371/journal.pone.0239843,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,A deep learning nomogram kit for predicting metastatic lymph nodes in rectal cancer,2020,10.1002/cam4.3490,0,,20,"deep, learning, segmentation, risk, based",,Other
,"[Big Data, AI and Machine Learning for Precision Psychiatry: How are they changing the clinical practice?]",2020,10.1055/a-1234-6247,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Leveraging TCGA gene expression data to build predictive models for cancer drug response,2020,10.1186/s12859-020-03690-4,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Korean clinical entity recognition from diagnosis text using BERT,2020,10.1186/s12911-020-01241-8,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,AMP‑activated protein kinase family member 5 is an independent prognostic indicator of pancreatic adenocarcinoma: A study based on The Cancer Genome Atlas,2020,10.3892/mmr.2020.11504,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Artificial intelligence and cardiovascular imaging: A win-win combination,2020,10.14744/anatoljcardiol.2020.94491,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Deep Learning for Hemorrhagic Lesion Detection and Segmentation on Brain CT Images,2021,10.1109/jbhi.2020.3028243,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Artificial intelligence and the hunt for immunological disorders,2020,10.1097/aci.0000000000000691,0,,11,"disease, using, alzheimer, network, deep",,Other
,Automatic classification of healthy and disease conditions from images or digital standard 12-lead electrocardiograms,2020,10.1038/s41598-020-73060-w,0,,6,"based, heart, failure, recognition, fusion",,Other
,Optimization of an automated tumor-infiltrating lymphocyte algorithm for improved prognostication in primary melanoma,2021,10.1038/s41379-020-00686-6,0,,15,"cancer, analysis, genes, learning, machine",,Other
,"A dynamic decision model for diagnosis of dementia, Alzheimer's disease and Mild Cognitive Impairment",2020,10.1016/j.compbiomed.2020.104010,0,,11,"disease, using, alzheimer, network, deep",,Other
,Automated Segmentation and Severity Analysis of Subdural Hematoma for Patients with Traumatic Brain Injuries,2020,10.3390/diagnostics10100773,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Ada-WHIPS: explaining AdaBoost classification with applications in the health sciences,2020,10.1186/s12911-020-01201-2,0,,12,"clinical, knowledge, support, decision, based",,Other
,Practicing precision medicine with intelligently integrative clinical and multi-omics data analysis,2020,10.1186/s40246-020-00287-z,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Big data and new information technology: what cardiologists need to know,2021,10.1016/j.rec.2020.06.036,0,,9,"data, big, healthcare, care, digital",,Other
,"A deep learning-based, unsupervised method to impute missing values in electronic health records for improved patient management",2020,10.1016/j.jbi.2020.103576,0,,19,"learning, machine, clinical, based, patients",,Other
,Multi-Ontology Refined Embeddings (MORE): A hybrid multi-ontology and corpus-based semantic representation model for biomedical concepts,2020,10.1016/j.jbi.2020.103581,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,A novel ensemble of random forest for assisting diagnosis of Parkinson's disease on small handwritten dynamics dataset,2020,10.1016/j.ijmedinf.2020.104283,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Metabolomic profiling of aqueous humor from glaucoma patients - The metabolomics in surgical ophthalmological patients (MISO) study,2020,10.1016/j.exer.2020.108268,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Diagnostic Accuracy Study
,Using deep learning to model the biological dose prediction on bulky lung cancer patients of partial stereotactic ablation radiotherapy,2020,10.1002/mp.14518,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,"Anatomical pathology (human structural biopathology) in the era of ""Big Data"", digitalization, 5G and artificial intelligence: Evolution or Revolution?",2020,10.1016/j.patol.2020.04.001,0,,9,"data, big, healthcare, care, digital",,Other
,Artificial intelligence in in vitro fertilization: a computer decision support system for day-to-day management of ovarian stimulation during in vitro fertilization,2020,10.1016/j.fertnstert.2020.06.006,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,Automated Intensity Modulated Radiation Therapy Treatment Planning for Cervical Cancer Based on Convolution Neural Network,2020,10.1177/1533033820957002,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Mathematical model predicts response to chemotherapy in advanced non-resectable non-small cell lung cancer patients treated with platinum-based doublet,2020,10.1371/journal.pcbi.1008234,0,,19,"learning, machine, clinical, based, patients",,Other
,Uncovering the pharmacological mechanism of motherwort (Leonurus japonicus Houtt.) for treating menstrual disorders: A systems pharmacology approach,2020,10.1016/j.compbiolchem.2020.107384,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,Bi-Directional Gated Recurrent Unit Based Ensemble Model for the Early Detection of Sepsis,2020,10.1109/embc44109.2020.9175223,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Attention Networks for Multi-Task Signal Analysis,2020,10.1109/embc44109.2020.9175730,0,,11,"disease, using, alzheimer, network, deep",,Other
,Impulse Classification Network for Video Head Impulse Test,2020,10.1109/embc44109.2020.9175969,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Lung Region Segmentation in Chest X-Ray Images using Deep Convolutional Neural Networks,2020,10.1109/embc44109.2020.9175478,0,,21,"learning, deep, using, covid, 19",,Other
,Learning Latent Spiculated Features for Lung Nodule Characterization,2020,10.1109/embc44109.2020.9175720,0,,21,"learning, deep, using, covid, 19",,Other
,Lung Segmentation and Nodule Detection in Computed Tomography Scan using a Convolutional Neural Network Trained Adversarially using Turing Test Loss,2020,10.1109/embc44109.2020.9175649,0,,21,"learning, deep, using, covid, 19",,Other
,Unsupervised stratification in neuroimaging through deep latent embeddings,2020,10.1109/embc44109.2020.9175810,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Other
,Diagnosis of Myotonic Dystrophy Based on Resting State fMRI Using Convolutional Neural Networks,2020,10.1109/embc44109.2020.9176455,0,,11,"disease, using, alzheimer, network, deep",,Other
,Schrödinger Spectrum Based PPG Features for the Estimation of the Arterial Blood Pressure,2020,10.1109/embc44109.2020.9176849,0,,6,"based, heart, failure, recognition, fusion",,Other
,Data Mining and Fusion of Unobtrusive Sensing Solutions for Indoor Activity Recognition,2020,10.1109/embc44109.2020.9175896,0,,6,"based, heart, failure, recognition, fusion",,Other
,AIDEx - An Open-source Platform for Real-Time Forecasting Sepsis and A Case Study on Taking ML Algorithms to Production,2020,10.1109/embc44109.2020.9175947,0,,18,"learning, machine, prediction, patients, mortality",,Other
,The Clinical Application of the Deep Learning Technique for Predicting Trigger Origins in Patients With Paroxysmal Atrial Fibrillation With Catheter Ablation,2020,10.1161/circep.120.008518,0,,7,"learning, deep, cardiac, intelligence, artificial",,Trial (Unspecified)
,Developing a Machine Learning Algorithm for Identifying Abnormal Urothelial Cells: A Feasibility Study,2021,10.1159/000510474,0,,16,"based, image, diagnosis, images, learning",,Implementation Study
,[Artificial intelligence in gastroenterology],2020,10.1055/a-1013-6593,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Uncovering the protective mechanism of Taohong Siwu decoction against diabetic retinopathy via HIF-1 signaling pathway based on network analysis and experimental validation,2020,10.1186/s12906-020-03086-0,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,Improvement of the diagnostic accuracy for intracranial haemorrhage using deep learning-based computer-assisted detection,2021,10.1007/s00234-020-02566-x,0,,8,"segmentation, deep, learning, detection, brain",,Diagnostic Accuracy Study
,Identification of Hub Genes in Anaplastic Thyroid Carcinoma: Evidence From Bioinformatics Analysis,2020,10.1177/1533033820962135,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Integrating Genomics and Clinical Data for Statistical Analysis by Using GEnome MINIng (GEMINI) and Fast Healthcare Interoperability Resources (FHIR): System Design and Implementation,2020,10.2196/19879,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Machine Learning to Predict Mortality and Critical Events in a Cohort of Patients With COVID-19 in New York City: Model Development and Validation,2020,10.2196/24018,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Capturing the Patient's Perspective: a Review of Advances in Natural Language Processing of Health-Related Text,2017,10.15265/iy-2017-029,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Review Paper
,Making Sense of Big Textual Data for Health Care: Findings from the Section on Clinical Natural Language Processing,2017,10.15265/iy-2017-027,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Changes in dynamic resting state network connectivity following aphasia therapy,2018,10.1007/s11682-017-9771-2,0,,11,"disease, using, alzheimer, network, deep",,Other
,An Interpretable Classification Framework for Information Extraction from Online Healthcare Forums,2017,10.1155/2017/2460174,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Neural Network-Based Coronary Heart Disease Risk Prediction Using Feature Correlation Analysis,2017,10.1155/2017/2780501,0,,6,"based, heart, failure, recognition, fusion",,Other
,Semantic Modeling for Exposomics with Exploratory Evaluation in Clinical Context,2017,10.1155/2017/3818302,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,A Benchmark for Endoluminal Scene Segmentation of Colonoscopy Images,2017,10.1155/2017/4037190,0,,17,"convolutional, neural, based, network, using",,Other
,Hybrid Disease Diagnosis Using Multiobjective Optimization with Evolutionary Parameter Optimization,2017,10.1155/2017/5907264,0,,18,"learning, machine, prediction, patients, mortality",,Other
,The Research of Clinical Decision Support System Based on Three-Layer Knowledge Base Model,2017,10.1155/2017/6535286,0,,12,"clinical, knowledge, support, decision, based",,Other
,Data Mining for Biomedicine and Healthcare,2017,10.1155/2017/7107629,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Semiautomatic Segmentation of Glioma on Mobile Devices,2017,10.1155/2017/8054939,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Therapy Decision Support Based on Recommender System Methods,2017,10.1155/2017/8659460,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Focal Liver Lesions: Computer-aided Diagnosis by Using Contrast-enhanced US Cine Recordings,2018,10.1148/radiol.2017170365,0,,20,"deep, learning, segmentation, risk, based",,Other
,Radiomics in paediatric neuro-oncology: A multicentre study on MRI texture analysis,2018,10.1002/nbm.3781,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Genotype-driven identification of a molecular network predictive of advanced coronary calcium in ClinSeq® and Framingham Heart Study cohorts,2017,10.1186/s12918-017-0474-5,0,,10,"analysis, covid, 19, genes, based",,Other
,Genetic Variants in Metabolic Signaling Pathways and Their Interaction with Lifestyle Factors on Breast Cancer Risk: A Random Survival Forest Analysis,2018,10.1158/1940-6207.capr-17-0143,0,,15,"cancer, analysis, genes, learning, machine",,Other
,A Knowledge-Modeling Approach to Integrate Multiple Clinical Practice Guidelines to Provide Evidence-Based Clinical Decision Support for Managing Comorbid Conditions,2017,10.1007/s10916-017-0841-1,0,,12,"clinical, knowledge, support, decision, based",,Other
,Machine learning to identify multigland disease in primary hyperparathyroidism,2017,10.1016/j.jss.2017.05.117,0,,21,"learning, deep, using, covid, 19",,Other
,Using Clinical Notes and Natural Language Processing for Automated HIV Risk Assessment,2018,10.1097/qai.0000000000001580,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Pulmonary ventilation imaging in asthma and cystic fibrosis using oxygen-enhanced 3D radial ultrashort echo time MRI,2018,10.1002/jmri.25877,0,,16,"based, image, diagnosis, images, learning",,Other
,Technical Challenges in the Clinical Application of Radiomics,2017,10.1200/cci.17.00004,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Distant Supervision with Transductive Learning for Adverse Drug Reaction Identification from Electronic Medical Records,2017,10.1155/2017/7575280,0,,12,"clinical, knowledge, support, decision, based",,Other
,Characteristics of knowledge content in a curated online evidence library,2018,10.1093/jamia/ocx092,0,,12,"clinical, knowledge, support, decision, based",,Other
,Using machine learning for sequence-level automated MRI protocol selection in neuroradiology,2018,10.1093/jamia/ocx125,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Other
,DeepPhe: A Natural Language Processing System for Extracting Cancer Phenotypes from Clinical Records,2017,10.1158/0008-5472.can-17-0615,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Human iPSC-derived chondrocytes mimic juvenile chondrocyte function for the dual advantage of increased proliferation and resistance to IL-1β,2017,10.1186/s13287-017-0696-x,0,,10,"analysis, covid, 19, genes, based",,Other
,[Assessment of mood disorders by passive data gathering: The concept of digital phenotype versus psychiatrist's professional culture],2018,10.1016/j.encep.2017.07.007,0,,19,"learning, machine, clinical, based, patients",,Other
,Development of New Diagnostic Techniques - Machine Learning,2017,10.1007/978-981-10-5562-1_10,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Prostatectomy versus radiotherapy for early-stage prostate cancer (PREPaRE) study: protocol for a mixed-methods study of treatment decision-making in men with localised prostate cancer,2017,10.1136/bmjopen-2017-018403,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Simulation / Human Factors Study
,Artificial Intelligence Learning Semantics via External Resources for Classifying Diagnosis Codes in Discharge Notes,2017,10.2196/jmir.8344,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,SSEL-ADE: A semi-supervised ensemble learning framework for extracting adverse drug events from social media,2018,10.1016/j.artmed.2017.10.003,0,,12,"clinical, knowledge, support, decision, based",,Other
,Multidimensional knowledge-based framework is an essential step in the categorization of gene sets in complex disorders,2017,10.1142/s0219720017500226,0,,10,"analysis, covid, 19, genes, based",,Other
,Predicting age by mining electronic medical records with deep learning characterizes differences between chronological and physiological age,2017,10.1016/j.jbi.2017.11.003,0,,19,"learning, machine, clinical, based, patients",,Other
,Head and Neck Cancer Tumor Segmentation Using Support Vector Machine in Dynamic Contrast-Enhanced MRI,2017,10.1155/2017/8612519,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Transcriptome sequencing revealed candidate genes relevant to mesenchymal stem cells' role in aortic dissection patients,2018,10.3892/mmr.2017.7851,0,,10,"analysis, covid, 19, genes, based",,Other
,Learning a variational network for reconstruction of accelerated MRI data,2018,10.1002/mrm.26977,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Other
,"Pathological Brain Detection Using Weiner Filtering, 2D-Discrete Wavelet Transform, Probabilistic PCA, and Random Subspace Ensemble Classifier",2017,10.1155/2017/4205141,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Seeing the forest beyond the trees: Predicting survival in burn patients with machine learning,2018,10.1016/j.amjsurg.2017.10.027,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Artificial Intelligence in Medical Practice: The Question to the Answer?,2018,10.1016/j.amjmed.2017.10.035,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,A survey of machine learning applications in HIV clinical research and care,2017,10.1016/j.compbiomed.2017.11.001,0,,19,"learning, machine, clinical, based, patients",,Other
,Using semantics for representing experimental protocols,2017,10.1186/s13326-017-0160-y,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Prediction of lung cancer patient survival via supervised machine learning classification techniques,2017,10.1016/j.ijmedinf.2017.09.013,0,,19,"learning, machine, clinical, based, patients",,Other
,A statistical analysis based recommender model for heart disease patients,2017,10.1016/j.ijmedinf.2017.10.008,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Early hospital mortality prediction of intensive care unit patients using an ensemble learning approach,2017,10.1016/j.ijmedinf.2017.10.002,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Need of informatics in designing interoperable clinical registries,2017,10.1016/j.ijmedinf.2017.10.004,0,,12,"clinical, knowledge, support, decision, based",,Other
,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics,2018,10.1158/1541-7786.mcr-17-0378,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Artificial intelligence in neurodegenerative disease research: use of IBM Watson to identify additional RNA-binding proteins altered in amyotrophic lateral sclerosis,2018,10.1007/s00401-017-1785-8,0,,11,"disease, using, alzheimer, network, deep",,Other
,A novel bagging C4.5 algorithm based on wrapper feature selection for supporting wise clinical decision making,2018,10.1016/j.jbi.2017.11.005,0,,19,"learning, machine, clinical, based, patients",,Other
,"Decreased interhemispheric coordination in the posterior default-mode network and visual regions as trait alterations in first-episode, drug-naive major depressive disorder",2018,10.1007/s11682-017-9794-8,0,,11,"disease, using, alzheimer, network, deep",,Other
,Recurrent neural networks with specialized word embeddings for health-domain named-entity recognition,2017,10.1016/j.jbi.2017.11.007,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Performance stability evaluation of atlas-based machine learning radiation therapy treatment planning in prostate cancer,2021,10.1088/1361-6560/abfff0,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Using data mining technology to predict medication-taking behaviour in women with breast cancer: A retrospective study,2022,10.1002/nop2.963,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Retrospective Cohort Study
,WeDea: A New EEG-Based Framework for Emotion Recognition,2022,10.1109/jbhi.2021.3091187,0,,6,"based, heart, failure, recognition, fusion",,Other
,Technical Note: Dose prediction for head and neck radiotherapy using a three-dimensional dense dilated U-net architecture,2021,10.1002/mp.14827,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Characterizing the Clinical Features and Atrophy Patterns of MAPT-Related Frontotemporal Dementia With Disease Progression Modeling,2021,10.1212/wnl.0000000000012410,0,,11,"disease, using, alzheimer, network, deep",,Other
,"Optimizing antimicrobial use: challenges, advances and opportunities",2021,10.1038/s41579-021-00578-9,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Predicting Malignancy in Pediatric Thyroid Nodules: Early Experience With Machine Learning for Clinical Decision Support,2021,10.1210/clinem/dgab435,0,,21,"learning, deep, using, covid, 19",,Other
,"Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants",2021,10.1016/j.ebiom.2021.103322,0,,10,"analysis, covid, 19, genes, based",,Other
,The dosimetric impact of deep learning-based auto-segmentation of organs at risk on nasopharyngeal and rectal cancer,2021,10.1186/s13014-021-01837-y,0,,20,"deep, learning, segmentation, risk, based",,Other
