pmid,title,authors,journal,year,doi,cited_by_count,abstract
38439210,Performance of different machine learning algorithms in identifying undiagnosed diabetes based on nonlaboratory parameters and the influence of muscle strength: A cross-sectional study,"Xu Y, Qiu S, Ye J, Chen D, Wang D, Zhou X, Sun Z.",J Diabetes Investig,2024,10.1111/jdi.14166,0,"Machine learning algorithms based on the artificial neural network (ANN), support vector machine, naive Bayesian or logistic regression model are commonly used to identify diabetes. This study investigated which approach performed the best and whether muscle strength provided any incremental benefit in identifying undiagnosed diabetes in Chinese adults. This cross-sectional study enrolled 4,482 eligible participants from eight provinces in China, who were randomly divided into the training dataset (n = 3,586) and the testing dataset (n = 896). Muscle strength was assessed by handgrip strength and the number of chair stands in the 30-s chair stand test. An oral glucose tolerance test was used to ascertain undiagnosed diabetes. The areas under the curve (AUCs) were calculated accordingly and compared with each other. Of the included participants, 233 had newly diagnosed diabetes. All the four machine learning algorithms, which were developed based on nonlaboratory parameters, showed acceptable discriminative ability in identifying undiagnosed diabetes (all AUCs >0.70), with the ANN approach performing the best (AUC 0.806). Adding handgrip strength or the 30-s chair stand test to this approach did not increase the AUC further (P = 0.39 and 0.26, respectively). Furthermore, compared with the New Chinese Diabetes Risk Score, the ANN approach showed a larger AUC in identifying undiagnosed diabetes (Pcomparison < 0.01), regardless of the addition of handgrip strength or the 30-s chair stand test. The ANN approach performed the best in identifying undiagnosed diabetes in Chinese adults; however, the addition of muscle strength might not improve its efficacy."
38426489,Medication use and risk of amyotrophic lateral sclerosis: using machine learning for an exposome-wide screen of a large clinical database,"Rotem RS, Bellavia A, Paganoni S, Weisskopf MG.",Amyotroph Lateral Scler Frontotemporal Degener,2024,10.1080/21678421.2024.2320878,0,"Accumulating evidence suggests that non-genetic factors have important etiologic roles in amyotrophic lateral sclerosis (ALS), yet identification of specific culprit factors has been challenging. Many medications target biological pathways implicated in ALS pathogenesis, and screening large pharmacologic datasets for signals could greatly accelerate the identification of risk-modulating pharmacologic factors for ALS. We conducted a high-dimensional screening of patients' history of medication use and ALS risk using an advanced machine learning approach based on gradient-boosted decision trees coupled with Bayesian model optimization and repeated data sampling. Clinical and medication dispensing data were obtained from a large Israeli health fund for 501 ALS cases and 4,998 matched controls using a lag period of 3 or 5 years prior to ALS diagnosis for ascertaining medication exposure. Of over 1,000 different medication classes, we identified 8 classes that were consistently associated with increased ALS risk across independently trained models, where most are indicated for control of symptoms implicated in ALS. Some suggestive protective effects were also observed, notably for vitamin E. Our results indicate that use of certain medications well before the typically recognized prodromal period was associated with ALS risk. This could result because these medications increase ALS risk or could indicate that ALS symptoms can manifest well before suggested prodromal periods. The results also provide further evidence that vitamin E may be a protective factor for ALS. Targeted studies should be performed to elucidate the possible pathophysiological mechanisms while providing insights for therapeutics design."
37730591,Using machine learning to determine age over 16 based on development of third molar and periodontal ligament of second molar,"Shen S, Zhou Z, Wang J, Fan L, Han J, Tao J.",BMC Oral Health,2023,10.1186/s12903-023-03284-5,0,"Having a reliable and feasible method to estimate whether an individual has reached 16 years of age would greatly benefit forensic analysis. The study of age using dental information has matured recently. In addition, machine learning (ML) is gradually being applied for dental age estimation. The purpose of this study was to evaluate the development of the third molar using the Demirjian method (Demirjian3M), measure the development index of the third molar (I3M) using the method by Cameriere, and assess the periodontal ligament development of the second molar (PL2M). This study aimed to predict whether Chinese adolescents have reached the age of criminal responsibility (16 years) by combining the above measurements with ML techniques. A total of 665 Chinese adolescents aged between 12 and 20 years were recruited for this study. The development of the second and third molars was evaluated by taking orthopantomographs. ML algorithms, including random forests (RF), decision trees (DT), support vector machines (SVM), K-nearest neighbours (KNN), Bernoulli Naive Bayes (BNB), and logistic regression (LR), were used for training and testing to determine the dental age. This is the first study to combine ML with an evaluation of periodontal ligament and tooth development to predict whether individuals are over 16 years of age. The study showed that SVM had the highest Bayesian posterior probability at 0.917 and a Youden index of 0.752. This finding provides an important reference for forensic identification, and the combination of traditional methods and ML is expected to improve the accuracy of age determination for this population, which is of substantial significance for criminal litigation."
37473692,Predictive Value of Machine Learning Models in Postoperative Mortality of Older Adults Patients with Hip Fracture: A Systematic Review and Meta-analysis,"Liu F, Liu C, Tang X, Gong D, Zhu J, Zhang X.",Arch Gerontol Geriatr,2023,10.1016/j.archger.2023.105120,0,"Some researchers have used machine learning to predict mortality in old patients with hip fracture, but its application value lacks an evidence-based basis. Hence, we conducted this meta-analysis to explore the predictive accuracy of machine learning for mortality in old patients with hip fracture. We systematically retrieved PubMed, Cochrane, Embase, and Web of Science for relevant studies published before July 15, 2022. The PROBAST assessment tool was used to assess the risk of bias in the included studies. A random-effects model was used for the meta-analysis of C-index, whereas a bivariate mixed-effects model was used for the meta-analysis of sensitivity and specificity. The meta-analysis was performed on R and Stata. Eighteen studies were included, involving 8 machine learning models and 398,422 old patients undergoing hip joint surgery, of whom 60,457 died. According to the meta-analysis, the pooled C-index for machine learning models was 0.762 (95% CI: 0.691 ∼ 0.833) in the training set and 0.838 (95% CI: 0.783 ∼ 0.892) in the validation set, which is better than the C-index of the main clinical scale (Nottingham Hip Fracture Score), that is, 0.702 (95% CI: 0.681 ∼ 0.723). Among different machine learning models, ANN and Bayesian belief network had the best predictive performance. Machine learning models are more accurate in predicting mortality in old patients after hip joint surgery than current mainstream clinical scoring systems. Subsequent research could focus on updating clinical scoring systems and improving their predictive performance by relying on machine learning models."
35133582,Can ensemble machine learning be used to predict the groundwater level dynamics of farmland under future climate: a 10-year study on Huaibei Plain,"Jiang Z, Yang S, Liu Z, Xu Y, Shen T, Qi S, Pang Q, Xu J, Liu F, Xu T.",Environ Sci Pollut Res Int,2022,10.1007/s11356-022-18809-8,0,"Accurate and simple prediction of farmland groundwater level (GWL) is an important aspect of agricultural water management. A farmland GWL prediction model, GWPRE, was developed that integrates four machine learning (ML) models (support vector machine regression, random forest, multiple perceptions, and the stacking ensemble model) with weather forecasts. Based on the GWL and meteorological data of five monitoring wells (N1, N2, N3, N4, and N5) in Huaibei plain from 2010 to 2020, the feasibility of predicting GWL by meteorological factors and ML algorithm was tested. In addition, the stacking ensemble model and future meteorological data after Bayesian model averaging were introduced for the first time to predict GWL under future climate conditions. The results showed that GWL showed an increasing trend in the past decade, but it will decrease in the future. The performance of the stacking ensemble model was better than that of any single ML model, with RMSE reduced by 4.26 ~ 96.97% and the running time reduced by 49.25 ~ 99.40%. GWL was most sensitive to rainfall, and the sensitivity index ranged from 0.2547 to 0.4039. The fluctuation range of GWL of N1, N2, and N3 was 1.5 ~ 2.5 m in the next decade. Due to the possible high rainfall, the GWL decreased in 2024 under RCP 2.6 and 2026 under RCP 8.5. It is worth noting that although the stacking ensemble model can improve the accuracy, it is not always the best among ML models in terms of portability. Nevertheless, the stacking ensemble model was recommended for GWL prediction under climate change."
35093854,Quantitative structure retention relationship (QSRR) modelling for Analytes' retention prediction in LC-HRMS by applying different Machine Learning algorithms and evaluating their performance,"Liapikos T, Zisi C, Kodra D, Kademoglou K, Diamantidou D, Begou O, Pappa-Louisi A, Theodoridis G.",J Chromatogr B Analyt Technol Biomed Life Sci,2022,10.1016/j.jchromb.2022.123132,0,"In metabolomics, retention prediction methods have been developed based on the structural and physicochemical characteristics of analytes. Such methods employ regression models, harnessing machine learning algorithms mapping experimentally derived retention time (tR) analytes with various structural and physicochemical descriptors, known as Quantitative Structure Retention Relationships (QSRR) models. In the present study, QSRR models have been developed by applying four Machine Learning regression algorithms, i.e. Bayesian Ridge Regression (BRidgeR), Extreme Gradient Boosting Regression (XGBR) and Support Vector Regression (SVR) using both linear and non-linear kernels, all tested and compared for their retention prediction ability on experimentally derived and on publicly available chromatographic data, using Molecular Descriptors to describe the physical, chemical or structural properties of molecules. Various configurations of the available datasets, in terms of the highly-correlated features levels (defined as the maximum absolute value of the Pearson's correlation coefficient calculated between any pair of features) they contained, were analyzed in parallel. This is the first study, to the best of our knowledge, of the effect of collinearity on the performance of QSRR predictive models. In the vast majority of cases studied there was no statistically significant difference in the performance of the generated QSRR predictive models among the specified dataset configurations, indicative of the ability of the selected regression algorithms to effectively handle collinearity. In terms of the individual performance of the selected regression algorithms, no pattern was found where one algorithm (or class of algorithms) stood out significantly relative to the others among the study datasets."
34111717,Predicting methane solubility in water and seawater by machine learning algorithms: Application to methane transport modeling,"Taherdangkoo R, Liu Q, Xing Y, Yang H, Cao V, Sauter M, Butscher C.",J Contam Hydrol,2021,10.1016/j.jconhyd.2021.103844,0,"The upward migration of methane from natural gas wells associated with fracking operations may lead to contamination of groundwater resources and surface leakage. Numerical simulations of methane transport in the subsurface environment require knowledge of methane solubility in the aqueous phase. This study employs machine learning (ML) algorithms to predict methane solubility in aquatic systems for temperatures ranging from 273.15 to 518.3 K and pressures ranging from 1 to 1570 bar. Four regression algorithms including regression tree (RT), boosted regression tree (BRT), least square support vector machine (LSSVM) and Gaussian process regression (GPR) were utilized for predicting methane solubility in pure water and mixed aquatic systems containing Na+, K+, Ca2+, Mg2+, Cl- and SO4-2. The experimental data collected from the literature were used to implement the models. We used Grid search (GS), Random search (RS) and Bayesian optimization (BO) for tuning hyper-parameters of the ML models. Moreover, the predicted values of methane solubility were compared against Spivey et al. (2004) and Duan and Mao (2006) equations of state. The results show that the BRT-BO model is the most rigorous model for the prediction task. The coefficient of determination (R2) between experimental and predicted values is 0.99 and the mean squared error (MSE) is 1.19 × 10-7. The performance of the BRT-BO model is satisfactory, showing an acceptable agreement with experimental data. The comparison results demonstrated the superior performance of the BRT-BO model for predicting methane solubility in aquatic systems over a span of temperature, pressure and ionic strength that occurs in deep marine environments."
41471488,Incorporating Uncertainty in Machine Learning Models to Improve Early Detection of Flavescence Dorée: A Demonstration of Applicability,"Nuzzi C, Saldi E, Negri I, Pasinetti S.",Sensors (Basel),2025,10.3390/s25247493,0,"Early detection of Flavescence dorée leaf symptoms remains an open question for the research community. This work tries to fill this gap by proposing a methodology exploiting per-pixel data obtained from hyperspectral imaging to produce features suitable for machine learning training. However, since asymptomatic samples are similar to healthy samples, we propose ""uncertainty-aware"" models that address the probability of the samples being similar, thus producing, as output, an ""unclassified"" category when the uncertainty between multiple classes is too high. The original dataset of leaves hypercubes was collected in a field of Pinot Noir in northern Italy during 2023 and 2024, for a total of 201 hypercubes equally divided into three classes (""healthy"", ""asymptomatic"", ""diseased""). Feature predictors were 4 for each of the 10 vegetation indices (population quartiles 25-50-75 and population's mean), for a total of 40 predictors in total per leaf. Due to the low number of samples, it was not possible to estimate the uncertainty of the input data reliably. Thus, we adopted a double Monte Carlo procedure: First, we generated 30,000 synthetic hypercubes, thus computing the per class variance of each feature predictor. Second, we used this variance (serving as uncertainty of the input data) to generate 60,000 new predictors starting from the data in the test dataset. The trained models were therefore tested on these new data, and their predictions were further examined by a Bayesian test for validation purposes. It is highlighted that the proposed method notably improves recognition of ""asymptomatic"" samples with respect to the original models. The best model structure is the Decision Tree, achieving a prediction accuracy for ""asymptomatic"" samples of 75.7% against the original 49.3% for the Ensemble of Bagged Decision Trees (ML4) and of 44.6% against the original 13.2% for the Coarse Decision Tree (ML1)."
40935106,Characterizing seasonal changes in perfluoroalkyl substances in lake sediment by environmental magnetism from a machine learning perspective,"Deng L, Zhang Y, Shi J, Yang J, Yang D, Yi A, Sun L, Yu Y, Yu T, Qian X, Li H, Fan Y.",Environ Res,2025,10.1016/j.envres.2025.122821,0,"Seasonal mechanisms controlling perfluorinated substances (PFASs) in lake sediments remain poorly understood. This study employed interpretable machine learning (ML) to analyze seasonal variations of PFASs in a large shallow lake, and interpretable methods to quantify the influence of environmental and magnetic parameters. PFAS concentrations were higher in spring than in the other three seasons (p < 0.01); however, there was no significant spatial distribution (p > 0.05). Redundancy analyses showed that environmental factors explained the distribution of PFASs (R2 = 0.47), with PFOA, PFOS, PFBA, and ΣPFASs mainly associated with particulate matter entering the lake, while PFBS and PFHxS were linked to industrial sources. Multiple linear regression revealed a strong correlation between PFASs and environmental factors (R2 = 0.68), with TC, χARM, and χARM/χ showing negative correlations, and χ and SIRM showing positive correlations. Compared with XGBoost, CatBoost, SVM, and Bayesian neural networks (BNN), the random forest demonstrated the best performance for different PFASs simulation (R2 = 0.85 on average). Incorporating spatial information into ML enhanced the R2 by >20 %. Lake environmental chemical factors predominated (58.87 %), followed by magnetic factors (32.57 %) on PFASs simulation, based on feature importance. Partial dependence plots showed that when total carbon <6 g/kg or χARM/χ < 10 × 103A/m, they were negatively correlated with PFAS concentration. Force plots indicated PFAS increasing attributable to exogenous particle inputs, and the decreasing in autumn and winter may reflect internal transformations and particle movements. This study deciphered complex seasonal PFAS dynamics in sediments, and highlights the lifecycle mechanism requiring consideration in PFAS seasonal distribution and influence factors."
36530730,Evaluation of a machine learning algorithms for predicting the dental age of adolescent based on different preprocessing methods,"Shen S, Yuan X, Wang J, Fan L, Zhao J, Tao J.",Front Public Health,2022,10.3389/fpubh.2022.1068253,0,"Machine learning (ML) algorithms play a key role in estimating dental age. In this study, three ML models were used for dental age estimation, based on different preprocessing methods. The seven mandibular teeth on the digital panorama were measured and evaluated according to the Cameriere and the Demirjian method, respectively. Correlation data were used for decision tree (DT), Bayesian ridge regression (BRR), k-nearest neighbors (KNN) models for dental age estimation. An accuracy comparison was made among different methods. We analyzed 748 orthopantomographs (392 males and 356 females) from eastern China between the age of 5 and 13 years in this retrospective study. Three models, DT, BRR, and KNN, were used to estimate the dental age. The data in ML is obtained according to the Cameriere method and the Demirjian method. Coefficient of determination (R2), mean error (ME), root mean square error (RMSE), mean square error (MSE) and mean absolute error (MAE), the above five metrics were used to evaluate the accuracy of age estimation. Our experimental results showed that the prediction accuracy of dental age was affected by ML algorithms. MD, MAD, MSE, RMSE of the dental age predicted by ML were significantly decreased. Among all the methods, the KNN model based on the Cameriere method had the highest accuracy (ME = 0.015, MAE = 0.473, MSE = 0.340, RMSE = 0.583, R2 = 0.94). The results show that the prediction accuracy of dental age is influenced by ML algorithms and preprocessing method. The KNN model based on the Cameriere method was able to infer dental age more accurately in a clinical setting."
33635641,Machine Learning-Enabled Design and Prediction of Protein Resistance on Self-Assembled Monolayers and Beyond,"Liu Y, Zhang D, Tang Y, Zhang Y, Chang Y, Zheng J.",ACS Appl Mater Interfaces,2021,10.1021/acsami.1c00642,0,"The rational design of highly antifouling materials is crucial for a wide range of fundamental research and practical applications. The immense variety and complexity of the intrinsic physicochemical properties of materials (i.e., chemical structure, hydrophobicity, charge distribution, and molecular weight) and their surface coating properties (i.e., packing density, film thickness and roughness, and chain conformation) make it challenging to rationally design antifouling materials and reveal their fundamental structure-property relationships. In this work, we developed a data-driven machine learning model, a combination of factor analysis of functional group (FAFG), Pearson analysis, random forest (RF) and artificial neural network (ANN) algorithms, and Bayesian statistics, to computationally extract structure/chemical/surface features in correlation with the antifouling activity of self-assembled monolayers (SAMs) from a self-construction data set. The resultant model demonstrates the robustness of QCV2 = 0.90 and RMSECV = 0.21 and the predictive ability of Qext2 = 0.84 and RMSEext = 0.28, determines key descriptors and functional groups important for the antifouling activity, and enables to design original antifouling SAMs using the predicted antifouling functional groups. Three computationally designed molecules were further coated onto the surfaces in different forms of SAMs and polymer brushes. The resultant coatings with negative fouling indexes exhibited strong surface resistance to protein adsorption from undiluted blood serum and plasma, validating the model predictions. The data-driven machine learning model demonstrates their design and predictive capacity for next-generation antifouling materials and surfaces, which hopefully help to accelerate the discovery and understanding of functional materials."
32900480,Machine learning improves mortality risk prediction after cardiac surgery: Systematic review and meta-analysis,"Benedetto U, Dimagli A, Sinha S, Cocomello L, Gibbison B, Caputo M, Gaunt T, Lyon M, Holmes C, Angelini GD.",J Thorac Cardiovasc Surg,2022,10.1016/j.jtcvs.2020.07.105,0,"Interest in the usefulness of machine learning (ML) methods for outcomes prediction has continued to increase in recent years. However, the advantage of advanced ML model over traditional logistic regression (LR) remains controversial. We performed a systematic review and meta-analysis of studies comparing the discrimination accuracy between ML models versus LR in predicting operative mortality following cardiac surgery. The present systematic review followed the Preferred Reporting Items for Systematic Reviews and Meta-Analysis statement. Discrimination ability was assessed using the C-statistic. Pooled C-statistics and its 95% credibility interval for ML models and LR were obtained were obtained using a Bayesian framework. Pooled estimates for ML models and LR were compared to inform on difference between the 2 approaches. We identified 459 published citations of which 15 studies met inclusion criteria and were used for the quantitative and qualitative analysis. When the best ML model from individual study was used, meta-analytic estimates showed that ML were associated with a significantly higher C-statistic (ML, 0.88; 95% credibility interval, 0.83-0.93 vs LR, 0.81; 95% credibility interval, 0.77-0.85; P = .03). When individual ML algorithms were instead selected, we found a nonsignificant trend toward better prediction with each of ML algorithms. We found no evidence of publication bias (P = .70). The present findings suggest that when compared with LR, ML models provide better discrimination in mortality prediction after cardiac surgery. However, the magnitude and clinical influence of such an improvement remains uncertain."
39362109,Uncertainty-aware probabilistic graph neural networks for road-level traffic crash prediction,"Gao X, Jiang X, Haworth J, Zhuang D, Wang S, Chen H, Law S.",Accid Anal Prev,2024,10.1016/j.aap.2024.107801,0,"Traffic crashes present substantial challenges to human safety and socio-economic development in urban areas. Developing a reliable and responsible traffic crash prediction model is crucial to address growing public safety concerns and improve the safety of urban mobility systems. Traditional methods face limitations at fine spatiotemporal scales due to the sporadic nature of high-risk crashes and the predominance of non-crash characteristics. Furthermore, while most current models show promising occurrence prediction, they overlook the uncertainties arising from the inherent nature of crashes, and then fail to adequately map the hierarchical ranking of crash risk values for more precise insights. To address these issues, we introduce the Spatiotemporal Zero-Inflated Tweedie Graph Neural Networks (STZITD-GNN), the first uncertainty-aware probabilistic graph deep learning model in road-level daily-basis traffic crash prediction for multi-steps. Our model combines the interpretability of the statistical Tweedie family with the predictive power of graph neural networks, excelling in predicting a comprehensive range of crash risks. The decoder employs a compound Tweedie model, handling the non-Gaussian distribution inherent in crash data, with a zero-inflated component for accurately identifying non-crash cases and low-risk roads. The model accurately predicts and differentiates between high-risk, low-risk, and no-risk scenarios, providing a holistic view of road safety that accounts for the full spectrum of probability and severity of crashes. Empirical tests using real-world traffic data from London, UK, demonstrate that the STZITD-GNN surpasses other baseline models across multiple benchmarks, including a reduction in regression error of up to 34.60% in point estimation metrics and an improvement of above 47% in interval-based uncertainty metrics."
40998071,Defining individualized theta frequency for memory modulation: A machine learning approach across brain states and regions,"Aktürk T, Tülay EE, Güntekin B, Sack AT.",Neuroimage,2025,10.1016/j.neuroimage.2025.121482,0,"Recent transcranial alternating current stimulation (tACS) studies suggest that theta-frequency stimulation can modulate memory performance, with evidence highlighting individual variability in optimal stimulation frequency. However, it remains unclear which brain state (""when"") and cortical region (""where"") are most predictive of memory-related theta frequencies. This study aimed to identify the most relevant individualized theta frequency (ITF) parameters for episodic memory modulation using a machine learning approach. EEG data were collected from 46 healthy young-adults during rest and while performing visual (VM) and auditory (AM) memory tasks, followed by free-recall assessments. ITFs were extracted as peak theta frequencies from power spectra across 18 electrode sites and a global average (""where""), across three states: resting, task-encoding, and task-delay (""when""). Participants were clustered into high- and low-performing groups based on ITFs using K-means clustering, and candidate ITFs were further examined via correlation and Bayesian regression analyses to assess their predictive power. All ITF candidates showed some clustering success, but global task-state ITFs best distinguished between performance groups, independent of task modality. Notably, resting-state left posterior parietal (LPP) ITF was negatively correlated with both VM and AM performance, suggesting a domain-general role in baseline memory capacity. Additionally, task-specific contributions were observed: encoding-related left temporoparietal and delay-related left central ITFs were significantly associated with AM performance, potentially reflecting auditory-specific processes. These findings highlight the importance of ""when"" and ""where"" specificity in defining individualized stimulation protocols. Resting-state LPP ITF, in particular, may serve as a promising biomarker for tailoring tACS at sub-ITF frequencies to enhance memory performance."
40459932,Machine Learning Modeling for Predicting Infliximab Pharmacokinetics in Pediatric and Young Adult Patients With Crohn Disease: Leveraging Ensemble Modeling With Synthetic and Real-World Data,"Irie K, Minar P, Reifenberg J, Boyle BM, Noe JD, Hyams JS, Mizuno T.",Ther Drug Monit,2026,10.1097/ftd.0000000000001348,0,"Predicting infliximab pharmacokinetics (PK) is essential for optimizing individualized dosing in pediatric patients with Crohn disease (CD). Machine learning (ML) has emerged as a tool for predicting drug exposure; however, its development typically requires large datasets. This study aimed to develop an ML model for infliximab PK prediction by leveraging population PK model-based synthetic and real-world data. An initial ML model was trained using the XGBoost algorithm with synthetic infliximab concentration data (n = 560,000) generated from an established pediatric PK model. The prediction errors were assessed using real-world data, including 292 plasma concentrations from 93 pediatric and young adult patients with CD. A second XGBoost model, incorporating clinical features, was used to correct these errors. The performance of the model was evaluated using the root mean square error (RMSE) and mean prediction error (MPE). The first ML model yielded RMSE and MPE values of 6.44 and 1.84 mcg/mL, respectively. The features of the second XGBoost model included the predicted infliximab concentrations, cumulative dose, and dosing interval duration. A 5-fold cross-validation demonstrated improved performance of the ensemble model (RMSE = 4.30 ± 1.09 mcg/mL, MPE = 0.21 ± 0.39 mcg/mL) compared with the initial model and was comparable with the Bayesian approach (RMSE = 4.81 mcg/mL, MPE = -0.67 mcg/mL). This study demonstrated the feasibility of combining synthetic and real-world data to develop an ML-based approach for infliximab PK prediction, potentially enhancing precision dosing in pediatric CD."
38926487,Identifying significant structural factors associated with knee pain severity in patients with osteoarthritis using machine learning,"Zhao Z, Zhao M, Yang T, Li J, Qin C, Wang B, Wang L, Li B, Liu J.",Sci Rep,2024,10.1038/s41598-024-65613-0,0,"Our main objective was to use machine learning methods to identify significant structural factors associated with pain severity in knee osteoarthritis patients. Additionally, we assessed the potential of various classes of imaging data using machine learning techniques to gauge knee pain severity. The data of semi-quantitative assessments of knee radiographs, semi-quantitative assessments of knee magnetic resonance imaging (MRI), and MRI images from 567 individuals in the Osteoarthritis Initiative (OAI) were utilized to train a series of machine learning models. Models were constructed using five machine learning methods: random forests (RF), support vector machines (SVM), logistic regression (LR), decision tree (DT), and Bayesian (Bayes). Employing tenfold cross-validation, we selected the best-performing models based on the area under the curve (AUC). The study results indicate no significant difference in performance among models using different imaging data. Subsequently, we employed a convolutional neural network (CNN) to extract features from magnetic resonance imaging (MRI), and class activation mapping (CAM) was utilized to generate saliency maps, highlighting regions associated with knee pain severity. A radiologist reviewed the images, identifying specific lesions colocalized with the CAM. The review of 421 knees revealed that effusion/synovitis (30.9%) and cartilage loss (30.6%) were the most frequent abnormalities associated with pain severity. Our study suggests cartilage loss and synovitis/effusion lesions as significant structural factors affecting pain severity in patients with knee osteoarthritis. Furthermore, our study highlights the potential of machine learning for assessing knee pain severity using radiographs."
38847026,Age Estimation by Machine Learning and CT-Multiplanar Reformation of Cranial Sutures in Northern Chinese Han Adults,"Wei X, Chen YS, Ding J, Song CX, Wang JJ, Peng Z, Deng ZH, Yi X, Fan F.",Fa Yi Xue Za Zhi,2024,10.12116/j.issn.1004-5619.2023.231209,0,"To establish age estimation models of northern Chinese Han adults using cranial suture images obtained by CT and multiplanar reformation (MPR), and to explore the applicability of cranial suture closure rule in age estimation of northern Chinese Han population. The head CT samples of 132 northern Chinese Han adults aged 29-80 years were retrospectively collected. Volume reconstruction (VR) and MPR were performed on the skull, and 160 cranial suture tomography images were generated for each sample. Then the MPR images of cranial sutures were scored according to the closure grading criteria, and the mean closure grades of sagittal suture, coronal sutures (both left and right) and lambdoid sutures (both left and right) were calculated respectively. Finally taking the above grades as independent variables, the linear regression model and four machine learning models for age estimation (gradient boosting regression, support vector regression, decision tree regression and Bayesian ridge regression) were established for northern Chinese Han adults age estimation. The accuracy of each model was evaluated. Each cranial suture closure grade was positively correlated with age and the correlation of sagittal suture was the highest. All four machine learning models had higher age estimation accuracy than linear regression model. The support vector regression model had the highest accuracy among the machine learning models with a mean absolute error of 9.542 years. The combination of skull CT-MPR and machine learning model can be used for age estimation in northern Chinese Han adults, but it is still necessary to combine with other adult age estimation indicators in forensic practice. 目的: 运用CT和多平面重组（multiplanar reformation，MPR）技术获取颅缝断层图像，建立中国北方汉族成人年龄推断模型，探讨颅缝闭合规律在中国北方汉族人群年龄推断中的适用性。方法: 回顾性收集29~80岁健康北方汉族成人头部CT样本132例。对颅骨进行容积重组（volume reconstruction，VR）和MPR，每例样本生成160张颅缝断层图像。根据颅缝闭合分级标准对颅缝MPR图像进行评分，分别计算矢状缝、左右侧冠状缝和左右侧人字缝的平均闭合等级。以上述等级为自变量，建立北方汉族成人年龄推断的线性回归模型和梯度提升回归、支持向量回归、决策树回归和贝叶斯岭回归4种机器学习模型，并评估各模型推断年龄的准确性。结果: 各颅缝闭合等级均与年龄呈正相关，其中矢状缝相关性最高。4种机器学习模型年龄推断的准确性均高于线性回归模型，其中支持向量回归模型的准确性最高，平均绝对误差为9.542岁。结论: 机器学习模型和颅骨CT-MPR技术可联合用于中国北方汉族成人的年龄推断，但在法医学实践中仍需与其他成人年龄推断指标联合使用。."
37236344,Extracting the most discriminating functional connections in mild traumatic brain injury based on machine learning,"Teng J, Liu W, Mi C, Zhang H, Shi J, Li N.",Neurosci Lett,2023,10.1016/j.neulet.2023.137311,0,"Mild traumatic brain injury (mTBI) is characterized as brain microstructural damage, which may cause a wide range of brain functional disturbances and emotional problems. Brain network analysis based on machine learning is an important means of neuroimaging research. Obtaining the most discriminating functional connection is of great significance to analyze the pathological mechanism of mTBI. To better obtain the most discriminating features of functional connection networks, this study proposes a hierarchical feature selection pipeline (HFSP) composed of Variance Filtering (VF), Lasso, and Principal Component Analysis (PCA). Ablation experiments indicate that each module plays a positive role in classification, validating the robustness and reliability of the HFSP. Furthermore, the HFSP is compared with recursive feature elimination (RFE), elastic net (EN), and locally linear embedding (LLE), verifying its superiority. In addition, this study also utilizes random forest (RF), SVM, Bayesian, linear discriminant analysis (LDA), and logistic regression (LR) as classifiers to evaluate the generalizability of HFSP. The results show that the indexes obtained from RF are the highest, with accuracy = 89.74%, precision = 91.26%, recall = 89.74%, and F1 score = 89.42%. The HFSP selects 25 pairs of the most discriminating functional connections, mainly distributed in the frontal lobe, occipital lobe, and cerebellum. Nine brain regions show the largest node degree. The number of samples is small. This study only includes acute mTBI. The HFSP is a useful tool for extracting discriminating functional connections and may contribute to the diagnostic processes."
37110754,Synergy of Small Antiviral Molecules on a Black-Phosphorus Nanocarrier: Machine Learning and Quantum Chemical Simulation Insights,"Laref S, Harrou F, Wang B, Sun Y, Laref A, Laleg-Kirati TM, Gojobori T, Gao X.",Molecules,2023,10.3390/molecules28083521,0,"Favipiravir (FP) and Ebselen (EB) belong to a broad range of antiviral drugs that have shown active potential as medications against many viruses. Employing molecular dynamics simulations and machine learning (ML) combined with van der Waals density functional theory, we have uncovered the binding characteristics of these two antiviral drugs on a phosphorene nanocarrier. Herein, by using four different machine learning models (i.e., Bagged Trees, Gaussian Process Regression (GPR), Support Vector Regression (SVR), and Regression Trees (RT)), the Hamiltonian and the interaction energy of antiviral molecules in a phosphorene monolayer are trained in an appropriate way. However, training efficient and accurate models for approximating the density functional theory (DFT) is the final step in using ML to aid in the design of new drugs. To improve the prediction accuracy, the Bayesian optimization approach has been employed to optimize the GPR, SVR, RT, and BT models. Results revealed that the GPR model obtained superior prediction performance with an R2 of 0.9649, indicating that it can explain 96.49% of the data's variability. Then, by means of DFT calculations, we examine the interaction characteristics and thermodynamic properties in a vacuum and a continuum solvent interface. These results illustrate that the hybrid drug is an enabled, functionalized 2D complex with vigorous thermostability. The change in Gibbs free energy at different surface charges and temperatures implies that the FP and EB molecules are allowed to adsorb from the gas phase onto the 2D monolayer at different pH conditions and high temperatures. The results reveal a valuable antiviral drug therapy loaded by 2D biomaterials that may possibly open a new way of auto-treating different diseases, such as SARS-CoV, in primary terms."
